,mae,rmse,B
189,0.5227171886015829,0.6924842780208487,19.0
190,0.5128336015850923,0.6836126388199514,19.0
191,0.4162871274091092,0.6240968246576682,20.0
192,0.4496375184375001,0.6673696437459968,20.0
193,0.4463324704933416,0.6755437297647888,20.0
194,0.4519049999414531,0.6833868061866641,20.0
195,0.4480507112213193,0.678797643521302,20.0
196,0.4518833770625175,0.6872495946191147,20.0
197,0.4414875633414697,0.6782421001891693,20.0
198,0.4397746600470552,0.6752725963274844,20.0
199,0.4422057594265595,0.6785628258206188,20.0
200,0.4435660296321358,0.6730304089951448,20.0
201,0.12498341371576716,0.2268875158946768,21.0
202,0.11745274851013088,0.21250024059952394,21.0
203,0.11712704621112995,0.2109536240089465,21.0
204,0.11674985532993405,0.21102097394878028,21.0
205,0.11122757755372516,0.20330335250766526,21.0
206,0.10981810079789946,0.2014468831448148,21.0
207,0.1086357807306804,0.2005867158851662,21.0
208,0.10815634437838292,0.19905522517495355,21.0
209,0.10734174180373864,0.19863369598366204,21.0
210,0.10872958126729523,0.20014510637130084,21.0
211,0.38672688750344497,0.752815835898429,22.0
212,0.41474183257923386,0.7759436363020673,22.0
213,0.4407182360482682,0.8082744443290131,22.0
214,0.4394903124281467,0.814274444225236,22.0
215,0.4500890487916117,0.8211891129151287,22.0
216,0.4454357521660017,0.8179174523569587,22.0
217,0.44525951194117935,0.8199744415409804,22.0
218,0.4490868472869678,0.8158571614339568,22.0
219,0.4510282465056088,0.8153315158095298,22.0
220,0.4490038699289786,0.818506482154353,22.0
221,0.35120134797330005,0.4978905853511082,23.0
222,0.3625306576393785,0.5159894421890637,23.0
223,0.3693349954478007,0.5230881098125729,23.0
224,0.3712710697486775,0.5253739705764423,23.0
225,0.3734216754129872,0.5345784787531453,23.0
226,0.3757544099169916,0.5349476424639568,23.0
227,0.3801087746951231,0.5399841052786013,23.0
228,0.3834906121243623,0.5434139275434003,23.0
229,0.3820823979571392,0.5422150699837585,23.0
230,0.3868282492766249,0.5468012391489295,23.0
231,0.3502621101186709,0.5908558972150146,24.0
232,0.3606020973444212,0.6004075972757484,24.0
233,0.3677699435512776,0.6140060864551755,24.0
234,0.35621263165376194,0.6004123163549524,24.0
235,0.3580815887813899,0.6030025139718428,24.0
236,0.36149289231299225,0.6084779667306004,24.0
237,0.35490900115704754,0.6008502844437918,24.0
238,0.3565433081512853,0.5993939919313278,24.0
239,0.3572053364532124,0.6040201669734641,24.0
240,0.3547817807940825,0.5978588959352452,24.0
241,0.4622527366377449,0.7027901564051195,25.0
242,0.4898619820137876,0.7318453862395201,25.0
243,0.4984979393550389,0.7368509799275121,25.0
244,0.4987874994094728,0.7375586824799577,25.0
245,0.5026475890301338,0.7412841677293034,25.0
246,0.5037930675825786,0.7429733387982937,25.0
247,0.5075094094866616,0.7463261181720451,25.0
248,0.5107440351421887,0.7528134773569432,25.0
249,0.5157710880829852,0.7595178610527038,25.0
250,0.5211420246586177,0.7626035895720747,25.0
251,0.1046161217182759,0.20297773526580545,26.0
252,0.1027071807220776,0.1933542510974513,26.0
253,0.10067337723537316,0.1873635887883993,26.0
254,0.09947858298090796,0.18084040159599124,26.0
255,0.0953376884602565,0.17423024114774693,26.0
256,0.09376804208022277,0.1715975721486334,26.0
257,0.09614706739000332,0.17241032634038336,26.0
258,0.09580852551163163,0.17124210613807098,26.0
259,0.0923377235973894,0.16711142930221062,26.0
260,0.09211648900231836,0.16463113154113582,26.0
261,0.6742158351615297,0.991317210068588,27.0
262,0.6987633357270454,1.0305995962525731,27.0
263,0.71784514484138,1.0673802689076708,27.0
264,0.7140023729862924,1.0773725252252522,27.0
265,0.7267018587284719,1.0851273928823402,27.0
266,0.730268301846011,1.0841216254442028,27.0
267,0.7357428653542071,1.0940367729580989,27.0
268,0.7442075518454001,1.1011226232741282,27.0
269,0.7462523220649238,1.1061759908876694,27.0
270,0.7392283904646227,1.1033877137420047,27.0
