,mae,rmse,B
263,0.09585101018910427,0.1989838654417246,26.0
264,0.09633522236173996,0.19408943946378102,26.0
265,0.09463837051169212,0.19518039627544628,26.0
266,0.0945003631006263,0.1908860968547828,26.0
267,0.09572104660671601,0.19006736411143843,26.0
268,0.09727519219734072,0.19091141222647467,26.0
269,0.09381960563795869,0.190852090590045,26.0
270,0.09755334971480009,0.18940042865611362,26.0
271,0.6735013767036505,0.9913080538100734,27.0
272,0.6995970006664064,1.0119519632580722,27.0
273,0.7062689778001966,1.0401704611645495,27.0
274,0.7125721210350476,1.0348710135767314,27.0
275,0.7161234490368045,1.0528514257657913,27.0
276,0.7227802722054104,1.060961303405058,27.0
277,0.7339672136136481,1.0704898751079515,27.0
278,0.7291748914991096,1.0725119660563023,27.0
279,0.7514105814376242,1.09232428153961,27.0
280,0.7404899944056103,1.0883987543418119,27.0
